date,sku,product_name,channel,price,volume,cost,promo_flag
2025-12-15,AE-003,Soft Chews Salmon 8oz,Petco,13.11,779,4.2,0
2025-12-22,AE-003,Soft Chews Salmon 8oz,Petco,13.13,993,4.2,0
2025-12-29,AE-003,Soft Chews Salmon 8oz,Petco,13.13,844,4.2,0
2026-01-05,AE-003,Soft Chews Salmon 8oz,Petco,13.21,523,4.2,0
2026-01-12,AE-003,Soft Chews Salmon 8oz,Petco,13.02,594,4.2,0
2026-01-19,AE-003,Soft Chews Salmon 8oz,Petco,9.18,1115,4.2,1
2026-01-26,AE-003,Soft Chews Salmon 8oz,Petco,13.17,608,4.2,0
2026-02-02,AE-003,Soft Chews Salmon 8oz,Petco,13.2,551,4.2,0
2026-02-09,AE-003,Soft Chews Salmon 8oz,Petco,13.01,630,4.2,0
2026-02-16,AE-003,Soft Chews Salmon 8oz,Petco,13.04,664,4.2,0
2026-02-23,AE-003,Soft Chews Salmon 8oz,Petco,13.04,602,4.2,0
2026-03-02,AE-003,Soft Chews Salmon 8oz,Petco,11.14,845,4.2,1
2026-03-09,AE-003,Soft Chews Salmon 8oz,Petco,12.98,653,4.2,0
2026-03-16,AE-003,Soft Chews Salmon 8oz,Petco,13.22,557,4.2,0
2026-03-23,AE-003,Soft Chews Salmon 8oz,Petco,13.1,739,4.2,0
2026-03-30,AE-003,Soft Chews Salmon 8oz,Petco,13.23,628,4.2,0
2026-04-06,AE-003,Soft Chews Salmon 8oz,Petco,13.0,750,4.2,0
2026-04-13,AE-003,Soft Chews Salmon 8oz,Petco,13.12,649,4.2,0
2026-04-20,AE-003,Soft Chews Salmon 8oz,Petco,13.02,553,4.2,0
2026-04-27,AE-003,Soft Chews Salmon 8oz,Petco,13.02,843,4.2,0
2026-05-04,AE-003,Soft Chews Salmon 8oz,Petco,13.11,584,4.2,0
2026-05-11,AE-003,Soft Chews Salmon 8oz,Petco,13.23,763,4.2,0
2026-05-18,AE-003,Soft Chews Salmon 8oz,Petco,9.83,964,4.2,1
2025-05-26,AE-003,Soft Chews Salmon 8oz,PetSmart,13.22,547,4.2,0
2025-06-02,AE-003,Soft Chews Salmon 8oz,PetSmart,13.12,592,4.2,0
2025-06-09,AE-003,Soft Chews Salmon 8oz,PetSmart,13.01,522,4.2,0
2025-06-16,AE-003,Soft Chews Salmon 8oz,PetSmart,13.07,554,4.2,0
2025-06-23,AE-003,Soft Chews Salmon 8oz,PetSmart,13.15,549,4.2,0
2025-06-30,AE-003,Soft Chews Salmon 8oz,PetSmart,13.06,549,4.2,0
2025-07-07,AE-003,Soft Chews Salmon 8oz,PetSmart,13.03,510,4.2,0
2025-07-14,AE-003,Soft Chews Salmon 8oz,PetSmart,13.09,515,4.2,0
2025-07-21,AE-003,Soft Chews Salmon 8oz,PetSmart,13.08,662,4.2,0
2025-07-28,AE-003,Soft Chews Salmon 8oz,PetSmart,13.22,619,4.2,0
2025-08-04,AE-003,Soft Chews Salmon 8oz,PetSmart,10.49,788,4.2,1
2025-08-11,AE-003,Soft Chews Salmon 8oz,PetSmart,13.06,636,4.2,0
2025-08-18,AE-003,Soft Chews Salmon 8oz,PetSmart,12.98,527,4.2,0
2025-08-25,AE-003,Soft Chews Salmon 8oz,PetSmart,11.8,588,4.2,1
2025-09-01,AE-003,Soft Chews Salmon 8oz,PetSmart,13.02,553,4.2,0
2025-09-08,AE-003,Soft Chews Salmon 8oz,PetSmart,13.18,487,4.2,0
2025-09-15,AE-003,Soft Chews Salmon 8oz,PetSmart,13.15,629,4.2,0
2025-09-22,AE-003,Soft Chews Salmon 8oz,PetSmart,13.23,567,4.2,0
2025-09-29,AE-003,Soft Chews Salmon 8oz,PetSmart,13.1,638,4.2,0
2025-10-06,AE-003,Soft Chews Salmon 8oz,PetSmart,13.22,582,4.2,0
2025-10-13,AE-003,Soft Chews Salmon 8oz,PetSmart,13.19,624,4.2,0
2025-10-20,AE-003,Soft Chews Salmon 8oz,PetSmart,13.14,520,4.2,0
2025-10-27,AE-003,Soft Chews Salmon 8oz,PetSmart,13.12,549,4.2,0
2025-11-03,AE-003,Soft Chews Salmon 8oz,PetSmart,13.01,802,4.2,0
2025-11-10,AE-003,Soft Chews Salmon 8oz,PetSmart,13.22,818,4.2,0
2025-11-17,AE-003,Soft Chews Salmon 8oz,PetSmart,13.2,872,4.2,0
2025-11-24,AE-003,Soft Chews Salmon 8oz,PetSmart,13.16,786,4.2,0
2025-12-01,AE-003,Soft Chews Salmon 8oz,PetSmart,13.1,735,4.2,0
2025-12-08,AE-003,Soft Chews Salmon 8oz,PetSmart,11.14,941,4.2,1
2025-12-15,AE-003,Soft Chews Salmon 8oz,PetSmart,10.49,1122,4.2,1
2025-12-22,AE-003,Soft Chews Salmon 8oz,PetSmart,13.06,864,4.2,0
2025-12-29,AE-003,Soft Chews Salmon 8oz,PetSmart,11.14,1044,4.2,1
2026-01-05,AE-003,Soft Chews Salmon 8oz,PetSmart,12.99,509,4.2,0
2026-01-12,AE-003,Soft Chews Salmon 8oz,PetSmart,13.22,517,4.2,0
2026-01-19,AE-003,Soft Chews Salmon 8oz,PetSmart,10.49,773,4.2,1
2026-01-26,AE-003,Soft Chews Salmon 8oz,PetSmart,13.18,517,4.2,0
2026-02-02,AE-003,Soft Chews Salmon 8oz,PetSmart,13.15,398,4.2,0
2026-02-09,AE-003,Soft Chews Salmon 8oz,PetSmart,13.21,569,4.2,0
2026-02-16,AE-003,Soft Chews Salmon 8oz,PetSmart,13.08,491,4.2,0
2026-02-23,AE-003,Soft Chews Salmon 8oz,PetSmart,13.15,457,4.2,0
2026-03-02,AE-003,Soft Chews Salmon 8oz,PetSmart,13.03,553,4.2,0
2026-03-09,AE-003,Soft Chews Salmon 8oz,PetSmart,13.04,598,4.2,0
2026-03-16,AE-003,Soft Chews Salmon 8oz,PetSmart,11.8,775,4.2,1
2026-03-23,AE-003,Soft Chews Salmon 8oz,PetSmart,13.09,602,4.2,0
2026-03-30,AE-003,Soft Chews Salmon 8oz,PetSmart,13.04,586,4.2,0
2026-04-06,AE-003,Soft Chews Salmon 8oz,PetSmart,13.21,610,4.2,0
2026-04-13,AE-003,Soft Chews Salmon 8oz,PetSmart,12.99,582,4.2,0
2026-04-20,AE-003,Soft Chews Salmon 8oz,PetSmart,13.21,548,4.2,0
2026-04-27,AE-003,Soft Chews Salmon 8oz,PetSmart,13.0,575,4.2,0
2026-05-04,AE-003,Soft Chews Salmon 8oz,PetSmart,13.21,576,4.2,0
2026-05-11,AE-003,Soft Chews Salmon 8oz,PetSmart,12.99,564,4.2,0
2026-05-18,AE-003,Soft Chews Salmon 8oz,PetSmart,13.18,631,4.2,0
2025-05-26,AE-003,Soft Chews Salmon 8oz,Amazon,10.3,602,4.2,1
2025-06-02,AE-003,Soft Chews Salmon 8oz,Amazon,12.14,518,4.2,0
2025-06-09,AE-003,Soft Chews Salmon 8oz,Amazon,12.2,443,4.2,0
2025-06-16,AE-003,Soft Chews Salmon 8oz,Amazon,12.13,513,4.2,0
2025-06-23,AE-003,Soft Chews Salmon 8oz,Amazon,12.07,400,4.2,0
2025-06-30,AE-003,Soft Chews Salmon 8oz,Amazon,12.04,431,4.2,0
2025-07-07,AE-003,Soft Chews Salmon 8oz,Amazon,12.13,474,4.2,0
2025-07-14,AE-003,Soft Chews Salmon 8oz,Amazon,12.09,455,4.2,0
2025-07-21,AE-003,Soft Chews Salmon 8oz,Amazon,12.17,417,4.2,0
2025-07-28,AE-003,Soft Chews Salmon 8oz,Amazon,9.09,710,4.2,1
2025-08-04,AE-003,Soft Chews Salmon 8oz,Amazon,12.2,424,4.2,0
2025-08-11,AE-003,Soft Chews Salmon 8oz,Amazon,12.22,493,4.2,0
2025-08-18,AE-003,Soft Chews Salmon 8oz,Amazon,12.23,423,4.2,0
2025-08-25,AE-003,Soft Chews Salmon 8oz,Amazon,12.05,444,4.2,0
2025-09-01,AE-003,Soft Chews Salmon 8oz,Amazon,12.22,475,4.2,0
2025-09-08,AE-003,Soft Chews Salmon 8oz,Amazon,12.04,462,4.2,0
2025-09-15,AE-003,Soft Chews Salmon 8oz,Amazon,12.16,409,4.2,0
2025-09-22,AE-003,Soft Chews Salmon 8oz,Amazon,7.27,918,4.2,1
2025-09-29,AE-003,Soft Chews Salmon 8oz,Amazon,12.16,476,4.2,0
2025-10-06,AE-003,Soft Chews Salmon 8oz,Amazon,12.07,502,4.2,0
2025-10-13,AE-003,Soft Chews Salmon 8oz,Amazon,12.05,502,4.2,0
2025-10-20,AE-003,Soft Chews Salmon 8oz,Amazon,12.18,529,4.2,0
2025-10-27,AE-003,Soft Chews Salmon 8oz,Amazon,12.17,461,4.2,0
2025-11-03,AE-003,Soft Chews Salmon 8oz,Amazon,12.08,596,4.2,0
2025-11-10,AE-003,Soft Chews Salmon 8oz,Amazon,12.11,618,4.2,0
2025-11-17,AE-003,Soft Chews Salmon 8oz,Amazon,12.21,602,4.2,0
2025-11-24,AE-003,Soft Chews Salmon 8oz,Amazon,12.19,624,4.2,0
2025-12-01,AE-003,Soft Chews Salmon 8oz,Amazon,12.05,564,4.2,0
2025-12-08,AE-003,Soft Chews Salmon 8oz,Amazon,12.01,712,4.2,0
2025-12-15,AE-003,Soft Chews Salmon 8oz,Amazon,9.09,897,4.2,1
2025-12-22,AE-003,Soft Chews Salmon 8oz,Amazon,12.14,620,4.2,0
2025-12-29,AE-003,Soft Chews Salmon 8oz,Amazon,12.09,666,4.2,0
2026-01-05,AE-003,Soft Chews Salmon 8oz,Amazon,12.12,380,4.2,0
2026-01-12,AE-003,Soft Chews Salmon 8oz,Amazon,12.2,364,4.2,0
2026-01-19,AE-003,Soft Chews Salmon 8oz,Amazon,12.15,388,4.2,0
2026-01-26,AE-003,Soft Chews Salmon 8oz,Amazon,12.04,415,4.2,0
2026-02-02,AE-003,Soft Chews Salmon 8oz,Amazon,12.12,446,4.2,0
2026-02-09,AE-003,Soft Chews Salmon 8oz,Amazon,12.01,396,4.2,0
2026-02-16,AE-003,Soft Chews Salmon 8oz,Amazon,7.27,1003,4.2,1
2026-02-23,AE-003,Soft Chews Salmon 8oz,Amazon,10.91,514,4.2,1
2026-03-02,AE-003,Soft Chews Salmon 8oz,Amazon,12.2,487,4.2,0
2026-03-09,AE-003,Soft Chews Salmon 8oz,Amazon,9.09,841,4.2,1
2026-03-16,AE-003,Soft Chews Salmon 8oz,Amazon,12.01,433,4.2,0
2026-03-23,AE-003,Soft Chews Salmon 8oz,Amazon,12.16,415,4.2,0
2026-03-30,AE-003,Soft Chews Salmon 8oz,Amazon,9.09,741,4.2,1
2026-04-06,AE-003,Soft Chews Salmon 8oz,Amazon,12.07,489,4.2,0
2026-04-13,AE-003,Soft Chews Salmon 8oz,Amazon,12.0,518,4.2,0
2026-04-20,AE-003,Soft Chews Salmon 8oz,Amazon,12.22,429,4.2,0
2026-04-27,AE-003,Soft Chews Salmon 8oz,Amazon,10.91,539,4.2,1
2026-05-04,AE-003,Soft Chews Salmon 8oz,Amazon,12.06,489,4.2,0
2026-05-11,AE-003,Soft Chews Salmon 8oz,Amazon,12.19,573,4.2,0
2026-05-18,AE-003,Soft Chews Salmon 8oz,Amazon,12.06,542,4.2,0
2025-05-26,AE-003,Soft Chews Salmon 8oz,Independent Pet,13.93,296,4.2,0
2025-06-02,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.03,266,4.2,0
2025-06-09,AE-003,Soft Chews Salmon 8oz,Independent Pet,11.19,357,4.2,1
2025-06-16,AE-003,Soft Chews Salmon 8oz,Independent Pet,13.85,300,4.2,0
2025-06-23,AE-003,Soft Chews Salmon 8oz,Independent Pet,13.99,241,4.2,0
2025-06-30,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.09,289,4.2,0
2025-07-07,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.0,291,4.2,0
2025-07-14,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.1,278,4.2,0
2025-07-21,AE-003,Soft Chews Salmon 8oz,Independent Pet,13.86,327,4.2,0
2025-07-28,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.01,300,4.2,0
2025-08-04,AE-003,Soft Chews Salmon 8oz,Independent Pet,8.39,551,4.2,1
2025-08-11,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.06,328,4.2,0
2025-08-18,AE-003,Soft Chews Salmon 8oz,Independent Pet,13.96,292,4.2,0
2025-08-25,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.08,283,4.2,0
2025-09-01,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.1,272,4.2,0
2025-09-08,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.13,324,4.2,0
2025-09-15,AE-003,Soft Chews Salmon 8oz,Independent Pet,13.99,303,4.2,0
2025-09-22,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.08,291,4.2,0
2025-09-29,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.07,316,4.2,0
2025-10-06,AE-003,Soft Chews Salmon 8oz,Independent Pet,13.86,293,4.2,0
2025-10-13,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.13,270,4.2,0
2025-10-20,AE-003,Soft Chews Salmon 8oz,Independent Pet,13.97,298,4.2,0
2025-10-27,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.03,324,4.2,0
2025-11-03,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.05,422,4.2,0
2025-11-10,AE-003,Soft Chews Salmon 8oz,Independent Pet,13.89,395,4.2,0
2025-11-17,AE-003,Soft Chews Salmon 8oz,Independent Pet,13.94,360,4.2,0
2025-11-24,AE-003,Soft Chews Salmon 8oz,Independent Pet,13.85,398,4.2,0
2025-12-01,AE-003,Soft Chews Salmon 8oz,Independent Pet,13.89,436,4.2,0
2025-12-08,AE-003,Soft Chews Salmon 8oz,Independent Pet,13.98,373,4.2,0
2025-12-15,AE-003,Soft Chews Salmon 8oz,Independent Pet,11.89,502,4.2,1
2025-12-22,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.02,417,4.2,0
2025-12-29,AE-003,Soft Chews Salmon 8oz,Independent Pet,11.19,478,4.2,1
2026-01-05,AE-003,Soft Chews Salmon 8oz,Independent Pet,13.87,295,4.2,0
2026-01-12,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.01,229,4.2,0
2026-01-19,AE-003,Soft Chews Salmon 8oz,Independent Pet,13.96,268,4.2,0
2026-01-26,AE-003,Soft Chews Salmon 8oz,Independent Pet,13.87,273,4.2,0
2026-02-02,AE-003,Soft Chews Salmon 8oz,Independent Pet,13.97,249,4.2,0
2026-02-09,AE-003,Soft Chews Salmon 8oz,Independent Pet,13.92,259,4.2,0
2026-02-16,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.02,259,4.2,0
2026-02-23,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.12,263,4.2,0
2026-03-02,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.02,309,4.2,0
2026-03-09,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.08,280,4.2,0
2026-03-16,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.12,313,4.2,0
2026-03-23,AE-003,Soft Chews Salmon 8oz,Independent Pet,13.91,323,4.2,0
2026-03-30,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.12,320,4.2,0
2026-04-06,AE-003,Soft Chews Salmon 8oz,Independent Pet,13.99,301,4.2,0
2026-04-13,AE-003,Soft Chews Salmon 8oz,Independent Pet,13.92,275,4.2,0
2026-04-20,AE-003,Soft Chews Salmon 8oz,Independent Pet,13.88,341,4.2,0
2026-04-27,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.02,269,4.2,0
2026-05-04,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.12,291,4.2,0
2026-05-11,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.05,286,4.2,0
2026-05-18,AE-003,Soft Chews Salmon 8oz,Independent Pet,14.08,311,4.2,0
2025-05-26,AE-004,Jerky Strips 4oz,Chewy.com,14.96,625,5.1,0
2025-06-02,AE-004,Jerky Strips 4oz,Chewy.com,15.04,666,5.1,0
2025-06-09,AE-004,Jerky Strips 4oz,Chewy.com,15.08,810,5.1,0
2025-06-16,AE-004,Jerky Strips 4oz,Chewy.com,14.96,746,5.1,0
2025-06-23,AE-004,Jerky Strips 4oz,Chewy.com,15.12,639,5.1,0
2025-06-30,AE-004,Jerky Strips 4oz,Chewy.com,14.95,612,5.1,0
2025-07-07,AE-004,Jerky Strips 4oz,Chewy.com,15.0,658,5.1,0
2025-07-14,AE-004,Jerky Strips 4oz,Chewy.com,15.04,653,5.1,0
2025-07-21,AE-004,Jerky Strips 4oz,Chewy.com,15.03,820,5.1,0
2025-07-28,AE-004,Jerky Strips 4oz,Chewy.com,14.96,720,5.1,0
2025-08-04,AE-004,Jerky Strips 4oz,Chewy.com,15.13,660,5.1,0
2025-08-11,AE-004,Jerky Strips 4oz,Chewy.com,14.99,680,5.1,0
2025-08-18,AE-004,Jerky Strips 4oz,Chewy.com,15.01,624,5.1,0
2025-08-25,AE-004,Jerky Strips 4oz,Chewy.com,15.07,647,5.1,0
2025-09-01,AE-004,Jerky Strips 4oz,Chewy.com,14.99,708,5.1,0
2025-09-08,AE-004,Jerky Strips 4oz,Chewy.com,11.99,993,5.1,1
2025-09-15,AE-004,Jerky Strips 4oz,Chewy.com,14.87,771,5.1,0
2025-09-22,AE-004,Jerky Strips 4oz,Chewy.com,14.94,639,5.1,0
2025-09-29,AE-004,Jerky Strips 4oz,Chewy.com,15.0,702,5.1,0
2025-10-06,AE-004,Jerky Strips 4oz,Chewy.com,14.98,741,5.1,0
2025-10-13,AE-004,Jerky Strips 4oz,Chewy.com,13.49,847,5.1,1
2025-10-20,AE-004,Jerky Strips 4oz,Chewy.com,15.03,691,5.1,0
2025-10-27,AE-004,Jerky Strips 4oz,Chewy.com,14.89,772,5.1,0
2025-11-03,AE-004,Jerky Strips 4oz,Chewy.com,12.74,1217,5.1,1
2025-11-10,AE-004,Jerky Strips 4oz,Chewy.com,14.97,842,5.1,0
2025-11-17,AE-004,Jerky Strips 4oz,Chewy.com,14.9,1019,5.1,0
2025-11-24,AE-004,Jerky Strips 4oz,Chewy.com,14.96,968,5.1,0
2025-12-01,AE-004,Jerky Strips 4oz,Chewy.com,14.97,819,5.1,0
2025-12-08,AE-004,Jerky Strips 4oz,Chewy.com,12.74,1277,5.1,1
2025-12-15,AE-004,Jerky Strips 4oz,Chewy.com,14.86,1122,5.1,0
2025-12-22,AE-004,Jerky Strips 4oz,Chewy.com,8.99,1862,5.1,1
2025-12-29,AE-004,Jerky Strips 4oz,Chewy.com,14.87,978,5.1,0
2026-01-05,AE-004,Jerky Strips 4oz,Chewy.com,14.99,662,5.1,0
2026-01-12,AE-004,Jerky Strips 4oz,Chewy.com,14.96,613,5.1,0
2026-01-19,AE-004,Jerky Strips 4oz,Chewy.com,12.74,829,5.1,1
2026-01-26,AE-004,Jerky Strips 4oz,Chewy.com,15.05,562,5.1,0
2026-02-02,AE-004,Jerky Strips 4oz,Chewy.com,15.02,644,5.1,0
2026-02-09,AE-004,Jerky Strips 4oz,Chewy.com,12.74,800,5.1,1
2026-02-16,AE-004,Jerky Strips 4oz,Chewy.com,12.74,758,5.1,1
2026-02-23,AE-004,Jerky Strips 4oz,Chewy.com,14.88,575,5.1,0
2026-03-02,AE-004,Jerky Strips 4oz,Chewy.com,14.9,682,5.1,0
2026-03-09,AE-004,Jerky Strips 4oz,Chewy.com,15.14,659,5.1,0
2026-03-16,AE-004,Jerky Strips 4oz,Chewy.com,14.99,770,5.1,0
2026-03-23,AE-004,Jerky Strips 4oz,Chewy.com,14.86,788,5.1,0
2026-03-30,AE-004,Jerky Strips 4oz,Chewy.com,14.84,822,5.1,0
2026-04-06,AE-004,Jerky Strips 4oz,Chewy.com,14.99,822,5.1,0
2026-04-13,AE-004,Jerky Strips 4oz,Chewy.com,15.05,639,5.1,0
2026-04-20,AE-004,Jerky Strips 4oz,Chewy.com,14.86,809,5.1,0
2026-04-27,AE-004,Jerky Strips 4oz,Chewy.com,8.99,1525,5.1,1
2026-05-04,AE-004,Jerky Strips 4oz,Chewy.com,14.93,763,5.1,0
2026-05-11,AE-004,Jerky Strips 4oz,Chewy.com,15.01,753,5.1,0
2026-05-18,AE-004,Jerky Strips 4oz,Chewy.com,15.01,675,5.1,0
2025-05-26,AE-004,Jerky Strips 4oz,Petco,15.75,531,5.1,0
2025-06-02,AE-004,Jerky Strips 4oz,Petco,15.82,454,5.1,0
2025-06-09,AE-004,Jerky Strips 4oz,Petco,15.65,410,5.1,0
2025-06-16,AE-004,Jerky Strips 4oz,Petco,15.66,492,5.1,0
2025-06-23,AE-004,Jerky Strips 4oz,Petco,15.59,462,5.1,0
2025-06-30,AE-004,Jerky Strips 4oz,Petco,9.44,1096,5.1,1
2025-07-07,AE-004,Jerky Strips 4oz,Petco,15.83,464,5.1,0
2025-07-14,AE-004,Jerky Strips 4oz,Petco,15.69,533,5.1,0
2025-07-21,AE-004,Jerky Strips 4oz,Petco,15.78,472,5.1,0
2025-07-28,AE-004,Jerky Strips 4oz,Petco,15.65,486,5.1,0
2025-08-04,AE-004,Jerky Strips 4oz,Petco,13.38,522,5.1,1
2025-08-11,AE-004,Jerky Strips 4oz,Petco,15.89,449,5.1,0
2025-08-18,AE-004,Jerky Strips 4oz,Petco,15.76,508,5.1,0
2025-08-25,AE-004,Jerky Strips 4oz,Petco,15.84,449,5.1,0
2025-09-01,AE-004,Jerky Strips 4oz,Petco,9.44,1046,5.1,1
2025-09-08,AE-004,Jerky Strips 4oz,Petco,15.86,402,5.1,0
2025-09-15,AE-004,Jerky Strips 4oz,Petco,9.44,1038,5.1,1
2025-09-22,AE-004,Jerky Strips 4oz,Petco,15.66,513,5.1,0
2025-09-29,AE-004,Jerky Strips 4oz,Petco,15.71,530,5.1,0
2025-10-06,AE-004,Jerky Strips 4oz,Petco,15.7,540,5.1,0
2025-10-13,AE-004,Jerky Strips 4oz,Petco,9.44,1039,5.1,1
2025-10-20,AE-004,Jerky Strips 4oz,Petco,15.67,486,5.1,0
2025-10-27,AE-004,Jerky Strips 4oz,Petco,15.7,531,5.1,0
2025-11-03,AE-004,Jerky Strips 4oz,Petco,9.44,1342,5.1,1
2025-11-10,AE-004,Jerky Strips 4oz,Petco,15.61,755,5.1,0
2025-11-17,AE-004,Jerky Strips 4oz,Petco,15.85,652,5.1,0
2025-11-24,AE-004,Jerky Strips 4oz,Petco,15.71,773,5.1,0
2025-12-01,AE-004,Jerky Strips 4oz,Petco,15.68,657,5.1,0
2025-12-08,AE-004,Jerky Strips 4oz,Petco,15.75,745,5.1,0
2025-12-15,AE-004,Jerky Strips 4oz,Petco,15.86,744,5.1,0
2025-12-22,AE-004,Jerky Strips 4oz,Petco,15.6,611,5.1,0
2025-12-29,AE-004,Jerky Strips 4oz,Petco,9.44,1234,5.1,1
2026-01-05,AE-004,Jerky Strips 4oz,Petco,15.73,463,5.1,0
2026-01-12,AE-004,Jerky Strips 4oz,Petco,15.87,420,5.1,0
2026-01-19,AE-004,Jerky Strips 4oz,Petco,15.68,479,5.1,0
2026-01-26,AE-004,Jerky Strips 4oz,Petco,13.38,474,5.1,1
2026-02-02,AE-004,Jerky Strips 4oz,Petco,15.7,447,5.1,0
2026-02-09,AE-004,Jerky Strips 4oz,Petco,15.68,419,5.1,0
2026-02-16,AE-004,Jerky Strips 4oz,Petco,15.66,402,5.1,0
2026-02-23,AE-004,Jerky Strips 4oz,Petco,12.59,526,5.1,1
2026-03-02,AE-004,Jerky Strips 4oz,Petco,11.8,771,5.1,1
2026-03-09,AE-004,Jerky Strips 4oz,Petco,11.02,934,5.1,1
2026-03-16,AE-004,Jerky Strips 4oz,Petco,15.62,553,5.1,0
2026-03-23,AE-004,Jerky Strips 4oz,Petco,15.65,463,5.1,0
2026-03-30,AE-004,Jerky Strips 4oz,Petco,9.44,1098,5.1,1
2026-04-06,AE-004,Jerky Strips 4oz,Petco,15.63,535,5.1,0
2026-04-13,AE-004,Jerky Strips 4oz,Petco,15.82,591,5.1,0
2026-04-20,AE-004,Jerky Strips 4oz,Petco,15.75,605,5.1,0
2026-04-27,AE-004,Jerky Strips 4oz,Petco,11.02,873,5.1,1
2026-05-04,AE-004,Jerky Strips 4oz,Petco,15.82,540,5.1,0
2026-05-11,AE-004,Jerky Strips 4oz,Petco,15.78,483,5.1,0
2026-05-18,AE-004,Jerky Strips 4oz,Petco,15.63,527,5.1,0
2025-05-26,AE-004,Jerky Strips 4oz,PetSmart,11.02,613,5.1,1
2025-06-02,AE-004,Jerky Strips 4oz,PetSmart,15.63,480,5.1,0
2025-06-09,AE-004,Jerky Strips 4oz,PetSmart,15.61,380,5.1,0
2025-06-16,AE-004,Jerky Strips 4oz,PetSmart,15.83,401,5.1,0
2025-06-23,AE-004,Jerky Strips 4oz,PetSmart,15.85,400,5.1,0
2025-06-30,AE-004,Jerky Strips 4oz,PetSmart,15.74,396,5.1,0
2025-07-07,AE-004,Jerky Strips 4oz,PetSmart,15.68,491,5.1,0
2025-07-14,AE-004,Jerky Strips 4oz,PetSmart,15.74,445,5.1,0
2025-07-21,AE-004,Jerky Strips 4oz,PetSmart,12.59,565,5.1,1
2025-07-28,AE-004,Jerky Strips 4oz,PetSmart,15.59,418,5.1,0
2025-08-04,AE-004,Jerky Strips 4oz,PetSmart,15.68,375,5.1,0
2025-08-11,AE-004,Jerky Strips 4oz,PetSmart,15.75,465,5.1,0
2025-08-18,AE-004,Jerky Strips 4oz,PetSmart,15.73,437,5.1,0
2025-08-25,AE-004,Jerky Strips 4oz,PetSmart,15.59,428,5.1,0
2025-09-01,AE-004,Jerky Strips 4oz,PetSmart,15.87,475,5.1,0
2025-09-08,AE-004,Jerky Strips 4oz,PetSmart,15.81,433,5.1,0
2025-09-15,AE-004,Jerky Strips 4oz,PetSmart,15.72,406,5.1,0
2025-09-22,AE-004,Jerky Strips 4oz,PetSmart,15.63,482,5.1,0
2025-09-29,AE-004,Jerky Strips 4oz,PetSmart,14.17,492,5.1,1
2025-10-06,AE-004,Jerky Strips 4oz,PetSmart,15.75,447,5.1,0
2025-10-13,AE-004,Jerky Strips 4oz,PetSmart,15.78,476,5.1,0
2025-10-20,AE-004,Jerky Strips 4oz,PetSmart,11.02,664,5.1,1
2025-10-27,AE-004,Jerky Strips 4oz,PetSmart,15.88,447,5.1,0
2025-11-03,AE-004,Jerky Strips 4oz,PetSmart,15.62,653,5.1,0
2025-11-10,AE-004,Jerky Strips 4oz,PetSmart,15.6,581,5.1,0
2025-11-17,AE-004,Jerky Strips 4oz,PetSmart,15.59,556,5.1,0
2025-11-24,AE-004,Jerky Strips 4oz,PetSmart,14.17,781,5.1,1
2025-12-01,AE-004,Jerky Strips 4oz,PetSmart,15.83,710,5.1,0
2025-12-08,AE-004,Jerky Strips 4oz,PetSmart,15.64,678,5.1,0
2025-12-15,AE-004,Jerky Strips 4oz,PetSmart,15.86,667,5.1,0
2025-12-22,AE-004,Jerky Strips 4oz,PetSmart,15.59,636,5.1,0
2025-12-29,AE-004,Jerky Strips 4oz,PetSmart,11.02,952,5.1,1
2026-01-05,AE-004,Jerky Strips 4oz,PetSmart,15.78,349,5.1,0
2026-01-12,AE-004,Jerky Strips 4oz,PetSmart,9.44,796,5.1,1
2026-01-19,AE-004,Jerky Strips 4oz,PetSmart,15.7,389,5.1,0
2026-01-26,AE-004,Jerky Strips 4oz,PetSmart,15.81,401,5.1,0
2026-02-02,AE-004,Jerky Strips 4oz,PetSmart,15.74,449,5.1,0
2026-02-09,AE-004,Jerky Strips 4oz,PetSmart,15.73,407,5.1,0
